"ドングル","dongle","コンピュータの外部接続端子に差し込んで特定の機能を提供する小さな装置。現代ではUSBポートに差し込む「USB」が一般的だが、初期にはシリアルポートやパラレルポートが用いられた。ポートを占有しないよう数珠つなぎに他の端子を差し込めるポートを持っているものもある。",
"エビデンス","evidence","証拠、根拠、証言、痕跡などの意味を持つ英単語。ITの分野では、システム開発のテスト工程などで、システムが正しく動作している、あるいは不具合が生じたことを示す証拠となる書類やデータなどをこのように呼ぶことが多い。",
"ポータルサイト","portal site","Web上の様々なサービスや情報を集約して簡単にアクセスできるようにまとめた、Web利用の起点となるWebサイトのこと。",
"ゲートウェイ","gateway","通信手順（プロトコル）が異なる二者間やネットワーク間の通信を中継する機器やソフトウェア、システムの一種で、最上位層のプロトコルやデータ形式の違いに対応できるもの。「GW」「G/W」などの略号で示されることもある。",
"ローカルアカウント","local account","Windowsの利用者アカウント（利用権）の種別の一つで、ある一台のコンピュータ上で直接作成・管理され、そのコンピュータでのみ有効なもの。",
"ブリッジモード","bridge mode","ルータ製品の機能の一つで、ルータとしての機能をオフにしてブリッジとして信号の物理的な中継のみを行う動作モード。有線ルータにおける呼称で、Wi-Fiルータの場合は「アクセスポイントモード」（APモード）という。",
"eSATA","external SATA","コンピュータにストレージ（外部記憶装置）を接続するためのSATA（Serial ATA）規格の拡張仕様の一つで、外付け機器をコンピュータ本体とケーブルで接続するためのもの。外付けハードディスクなどの接続に用いられる。",
"POSTメソッド","POST method","HTTP通信でクライアント（Webブラウザなど）からWebサーバへ送るリクエストの種類の一つで、URLで指定したプログラムなどに対してクライアントからデータを送信するためのもの。",
"実行ファイル","executable file","コンピュータのストレージ（外部記憶装置）などに記録されるファイルの種類の一つで、メインメモリに読み込んで実行できる形式のプログラムファイルのこと。",
"カウンタ","counter","計数器、集計員、反対、反論、反撃などの意味を持つ英単語。ITの分野では、数を数え上げるための何かのことをということが多い。",
"集積回路","Integrated Circuit","高度な機能を持つ電子部品の一つで、トランジスタ、抵抗、コンデンサ、ダイオードなど、多数の微細な電子部品を一つの基板の上で連結し、全体として複雑な処理を行ったり、大量のデータの記憶を行ったりできるもの。形態が数cm角程度の小片であるため「チップ」（chip）と呼ばれる。",
"WEP","Wired Equivalent Privacy","無線LANなどの通信を暗号化する方式の一つ。無線通信は傍受が極めて容易であるため、送信されるパケットを暗号化して傍受者に内容を知られないようにすることで、有線通信と同様の安全性を持たせようとしている。",
"コード","code","法典、規定、規約、記号、符号（化する）、暗号（化する）、などの意味を持つ英単語。",
"フェイルセーフ","fail safe","機器やシステムの設計などについての考え方の一つで、部品の故障や破損、操作ミス、誤作動などが発生した際に、なるべく安全な状態に移行するような仕組みにしておくこと。",
"メモリインターリーブ","memory interleaving","コンピュータのメインメモリ（RAM）へのアクセスを高速化する手法の一つで、複数のメモリ装置（メモリバンク/メモリモジュール）をまたぐようにメモリアドレスを割り当て、読み書き動作を同時並行に行う方式。",
"コンソール","console","制御盤、操作卓などの意味を持つ英単語。大型機械や電子機器などの操作や監視のための装置を一か所に集めた盤状あるいは卓状の装置のこと。転じて、コンピュータの入出力装置や、文字の入出力による対話的な操作システム、OSの中核部分を制御できる操作画面などを表す。",
"シグネチャ","signature","「署名」という意味の英単語。ITの分野では、手紙の署名のようにメッセージの末尾に付加される定型文を指すほか、いくつかの分野で、署名になぞらえた機能やデータをということがある。デジタル署名も英語では “digital signature” だが、この分野では「署名」という訳語を用い、とカナ書きすることはほとんどない。",
"コネクタ","connector","電子部品やケーブルなどを他の部品に簡単に着脱できるように設けられた部品。形状などにより「アダプタ」「プラグ」「ソケット」などと呼ばれることもある。用途によって様々な大きさや形状があり、その多くは工業規格などで標準化されている。",
"ヒープ","heap","データ構造の一種で、木構造（ツリー構造）のうち、親要素が子要素より常に大きい（あるいは小さい）という条件を満たすもの。また、コンピュータプログラムが利用するメモリ領域の種類の一つで、実行時に任意のタイミングで確保や解放が可能なものを領域というが、これをと略す場合がある。",
"HDMI","High-Definition Multimedia Interface","機器間で映像や音声をデジタル信号として伝送するインターフェース規格の一つ。パソコンやスマートフォン、ゲーム機、デジタル家電などとテレビ、ディスプレイなどの表示装置を接続する方式の標準として広く普及している。",
"OneDrive","SkyDrive","米マイクロソフト（Microsoft）社が提供するクラウドストレージサービス。利用者は手元のコンピュータのストレージに保存されたファイルなどをインターネットを通じて同社の運営するサーバへ複製し、保管することができる。",
"PBX","Private Branch eXchange","企業などの組織で複数（多数）の電話機を使用する場合に、施設内で設置・運用される電話交換機のこと。施設内の電話機同士で内線通話できるようにしたり、外線（公衆回線）との接続を行う。",
"デジタル証明書","digital certificate","暗号化やデジタル署名に用いる公開鍵暗号の公開鍵を配送する際に、受信者が鍵の所有者を確認するために添付される一連のデータセットのこと。一般的には認証局（CA：Certificate Authority）と呼ばれる機関が発行する。",
"Web API","Web Application Programming Interface","コンピュータプログラムの提供する機能を外部の別のプログラムから呼び出して利用するための手順・規約（API：Application Programming Interface）の類型の一つで、HTTPなどWebの技術を用いて構築されたもの。",
"UDP","User Datagram Protocol","インターネットなどのネットワークで、IP（Internet Protocol）の一段階上位層のプロトコル（通信規約）として標準的に使われるものの一つ。",
"ストリーミング","streaming","通信ネットワークを介して動画や音声などを受信して再生する際に、データを受信しながら同時に再生を行う方式。",
"キャッシュ","cache","低速な記憶装置や伝送路から読み出したデータのうち、直近に読み込んだものや使用頻度が高いものを高速な記憶装置に複製しておくこと。また、その際に使われる高速な記憶装置や、複製されたデータそのもののこと。データの読み込みを高速化したり、伝送量を削減することができる。",
"ターンアラウンドタイム","Turn Around Time","システムに処理要求を送ってから、結果の出力が終了するまでの時間。データやコマンドの入力が終了してから、処理結果の出力が終わって次の要求の受け入れが可能になるまでの時間のこと。",
"コンピュータ","computer","与えられた手順に従って複雑な計算を自動的に行う機械。特に、電子回路などを用いてデジタルデータの入出力、演算、変換などを連続的に行うことができ、詳細な処理手順を人間などが記述して与えることで、様々な用途に用いることができる電気機械のこと。",
"メモリ","memory","記憶、記憶力、回想、追憶、記念などの意味を持つ英単語。ITの分野ではコンピュータに内蔵される半導体集積回路（IC）を利用したデータの記憶装置を指すことが多い。",
"SQL","Structured Query Language","リレーショナルデータベース（RDB：Relational Database）の管理や操作を行うための問い合わせ言語の一つ。業界標準として広く普及しており、様々なデータベース管理システム（DBMS：Databese Management System）で利用できる。",
"SIP","Session Initiation Protocol","TCP/IPネットワーク上の複数の地点間で固定的な通信路（セッション）の確立や切断などを行うためのプロトコル（通信規約）の一つ。主に音声通話のような双方向のリアルタイム通信を行うために用いられる。",
"サインアウト","sign-out","自分の身元情報に基づいて利用していたシステムに、通信の切断や利用終了を申請すること。逆に、コンピュータに自分の身元を示す情報を入力し、接続や利用開始を申請することを「サインイン」（sign-in）という。",
"ユースケース","use case","利用者があるシステムを用いて特定の目的を達するまでの、双方の間のやり取りを明確に定義したもの。利用者は機器を操作する人間以外にも外部の他のシステムなどを想定する場合もある。",
"ロバスト","robust","堅牢な、頑強な、強靭な、などの意味を持つ英単語。「ネス」（robustness：堅牢性）はその名詞形。様々な分野でそれぞれ固有の意味を持つ術語として用いられる。",
"APKファイル","Android application package","プログラムの実行ファイル形式の一つで、Andoroidアプリケーションを格納するためのもの。アプリの配布で一般的に用いられる形式で、標準のファイル拡張子は「.apk」。",
"RSSフィード","RSS feed","Webサイトの更新情報などをRSSや類似するデータ形式で配信すること。また、そのように配信されるサイトの更新データ。",
"フォールトトレランス","fault tolerance","機器やシステムの設計などについての考え方の一つで、構成要素の一部が故障、停止などしても予備の系統に切り替えるなどして機能を保ち、正常に稼動させ続けること。",
"マルウェア","malware","コンピュータの正常な利用を妨げたり、利用者やコンピュータに害を成す不正な動作を行うソフトウェアの総称。“malicious software” （悪意のあるソフトウェア）を縮めた略語。",
"ロギング","logging","起こった出来事についての情報などを一定の形式で時系列に記録・蓄積すること。そのように記録されたデータのことを「ログ」（log）という。",
"AHCI","Advanced Host Controller Interface","SATA（シリアルATA）接続のストレージ（外部記憶装置）とコンピュータ本体の通信を制御するSATAコントローラの仕様の一つ。SATA 2.0で導入された。",
"ODBC","Open Database Connectivity","アプリケーションソフトがデータベース管理システム（DBMS）などに接続し、データの取得や書き込み、操作などを行う方法の標準を定めたもの。Microsoft社が制定したもので、主に同社のWindowsで動作するデータベース関連ソフトウェアで用いられる。",
"PWM","Pulse Width Modulation","信号などをパルス電流に変調するパルス変調方式の一つで、一回のパルス周期に含まれるオンの時間とオフの時間の比率を変化させることで量を表現する方式。",
"アスペクト比","aspect ratio","画面や画像の縦と横の長さ（画素数）の比。一般的には「横：縦」と表記し、640×480ピクセルを4：3と表記するなど互いに素な整数の比とすることが多いが、縦を1として「1.33：1」のように表す場合もある。",
